area,amount_spent,tenure,qualification,cluster,cluster_label
North London,25486.69126608925,5.23871035046176,Bachelor,1,Middle Income
East London,64420.90317133985,2.0737981251383895,PhD,1,Middle Income
North London,66993.4474256153,2.9645037959707885,High School,1,Middle Income
East London,17107.274637048024,9.198654277105206,Bachelor,0,Low Income
South London,56943.44593282287,5.368449046371019,Bachelor,1,Middle Income
South London,77391.06418688215,10.802971691983045,High School,2,High Income
Central London,50390.67078905825,5.816381311886617,Bachelor,1,Middle Income
Central London,2198.208560834635,18.870208720956004,Masters,0,Low Income
South London,1894.8084388499256,18.212935390599025,Masters,0,Low Income
South London,36345.90505303121,11.769315995198854,Bachelor,0,Low Income
East London,92693.21277474641,7.734055847760337,High School,2,High Income
South London,23639.00118075727,8.241790758659976,PhD,1,Middle Income
North London,63802.005198297025,8.825193379745443,High School,2,High Income
East London,22985.51119863874,14.824007120563937,Masters,0,Low Income
South London,32845.32897629531,9.58114091485792,Bachelor,0,Low Income
East London,84956.16687054692,17.277868983612052,High School,2,High Income
East London,73157.28278472474,18.937800932676925,PhD,2,High Income
West London,10444.528454007852,7.382976914199743,PhD,0,Low Income
Central London,43441.50007765693,11.653195146137922,PhD,0,Low Income
East London,3887.8066008811825,2.806074199818724,PhD,1,Middle Income
East London,48608.12451369789,4.808911907560821,High School,1,Middle Income
West London,66580.96715840574,8.855849567493042,PhD,2,High Income
South London,12731.759736217004,4.917851602133798,Masters,1,Middle Income
East London,29599.608952007402,17.654649324985634,PhD,0,Low Income
West London,40385.825924713536,4.007438865122864,Masters,1,Middle Income
North London,92033.57144094893,9.657555609508748,High School,2,High Income
West London,99332.24652687344,12.508285568737637,Masters,2,High Income
Central London,5446.21860056597,14.145414255056044,High School,0,Low Income
Central London,76339.78442604381,8.278318024803628,PhD,2,High Income
South London,37800.68257383198,17.512882305769843,Bachelor,0,Low Income
South London,39853.360436718525,11.798063870480584,Masters,0,Low Income
Central London,75672.23236135524,9.350647828503483,Masters,2,High Income
Central London,91924.21678239545,2.2775720469886958,Bachelor,1,Middle Income
East London,95141.93085575229,9.829099900458136,High School,2,High Income
Central London,58135.13601779376,16.593980975498873,High School,2,High Income
South London,36354.99477074978,12.676279346204995,PhD,0,Low Income
Central London,78967.35950001914,16.81108662085325,Masters,2,High Income
South London,25849.136942967725,10.386221741386807,High School,0,Low Income
North London,56843.32885451826,3.250772396795155,PhD,1,Middle Income
Central London,36499.26769096244,1.2591570708817403,High School,1,Middle Income
South London,66006.47629707973,6.761171387653233,Bachelor,1,Middle Income
West London,24799.492376457183,14.261818958458058,Bachelor,0,Low Income
East London,19967.701627747752,16.01493817489218,Bachelor,0,Low Income
South London,91905.66958086827,6.619303857786259,PhD,2,High Income
Central London,11078.564612004153,10.417424496781695,Masters,0,Low Income
Central London,51089.83286575823,9.001259184247552,Bachelor,1,Middle Income
North London,22864.425513337883,8.79993290267713,Bachelor,0,Low Income
West London,4854.066369241078,5.395625550802859,High School,1,Middle Income
South London,4565.8630108512125,3.591050995559709,Bachelor,1,Middle Income
West London,18346.955438476907,4.737082606393049,Masters,1,Middle Income
North London,86810.26509609402,2.0513153561035757,PhD,1,Middle Income
East London,28965.395653725638,4.764484094647964,Bachelor,1,Middle Income
West London,95095.45788695427,1.1748170548822097,PhD,1,Middle Income
North London,58580.607005930164,12.917909612083587,PhD,2,High Income
South London,44224.804787107845,7.011132740365975,Masters,1,Middle Income
East London,58428.794632276,19.489749517111264,High School,2,High Income
Central London,52153.14013740051,4.6806239647496595,High School,1,Middle Income
North London,76118.84912197519,7.570742835882284,PhD,2,High Income
Central London,28967.110531312373,7.798982014189131,Bachelor,1,Middle Income
East London,35951.98876842994,1.1605784251867504,PhD,1,Middle Income
North London,89515.33595079182,16.94495110774972,High School,2,High Income
North London,94699.19480189015,1.6078947427421697,Bachelor,1,Middle Income
East London,89363.26452116098,18.863416859855587,High School,2,High Income
South London,42525.351401774045,17.94941267077879,Masters,0,Low Income
North London,78256.18479768129,11.174916405633308,High School,2,High Income
East London,48157.23759680878,11.32831592331455,Bachelor,0,Low Income
West London,50256.44536246412,13.42178053616697,Bachelor,0,Low Income
Central London,21263.33079667111,8.353950226762851,PhD,0,Low Income
North London,59521.90002259313,13.297223384559254,Bachelor,2,High Income
West London,19427.453877581447,1.8505993850812505,Masters,1,Middle Income
North London,33824.905207652184,2.026904919644805,High School,1,Middle Income
South London,85647.98996037358,9.687377972771342,PhD,2,High Income
East London,21500.505111874667,11.442823721014664,PhD,0,Low Income
North London,8044.6702321698485,17.86853516638056,Bachelor,0,Low Income
East London,7831.751668668814,2.988552044250029,Masters,1,Middle Income
North London,94137.66752980769,16.6303106166839,PhD,2,High Income
South London,51185.12335822163,4.990899408549322,Masters,1,Middle Income
South London,41531.79510988481,8.487589321690606,Masters,1,Middle Income
West London,81276.97951978393,7.015446261720845,High School,2,High Income
South London,83746.76686314109,8.60295018444258,High School,2,High Income
East London,33886.912278444855,3.8594144633791254,High School,1,Middle Income
South London,69668.18768990572,10.567831413667545,Masters,2,High Income
North London,77341.15876933678,16.231209206795977,High School,2,High Income
South London,65810.4179997295,9.389146197199041,PhD,2,High Income
East London,16007.912405209838,10.321657942065784,PhD,0,Low Income
North London,87712.42526818864,17.12658412034497,Bachelor,2,High Income
West London,54370.36072086486,14.415104178122585,Masters,2,High Income
West London,28964.770210630366,10.31863376187591,High School,0,Low Income
West London,43097.5903583317,5.896217315594414,PhD,1,Middle Income
North London,4719.537949491831,17.813608190054367,Masters,0,Low Income
West London,13658.81332101934,11.96338763212061,Masters,0,Low Income
South London,76789.12830107022,5.201804592103175,High School,1,Middle Income
North London,1001.151840781248,6.113275300122197,Masters,1,Middle Income
North London,42240.01701974693,16.259528689788674,High School,0,Low Income
North London,52728.507927473256,1.8387656796616536,High School,1,Middle Income
Central London,6408.807580096257,19.84975155354758,High School,0,Low Income
East London,97334.73813426096,3.476681914581044,Masters,1,Middle Income
Central London,23386.40779371752,16.12530198254181,Masters,0,Low Income
Central London,31115.673243991805,8.500731018661973,High School,1,Middle Income
Central London,31090.308713247705,10.35210748246187,Masters,0,Low Income
East London,23811.24954961764,17.732360971826978,High School,0,Low Income
Central London,1145.9083865448301,8.845312602195051,Bachelor,0,Low Income
West London,73205.13461471164,11.212381319791454,Masters,2,High Income
North London,96717.70448012925,1.936693585774229,Masters,1,Middle Income
North London,23205.05484521946,1.04460200348161,Bachelor,1,Middle Income
South London,66641.67198853882,5.651197587032792,Bachelor,1,Middle Income
West London,74447.7363689128,13.93107876545658,Bachelor,2,High Income
East London,84994.11252996195,3.304032973823597,High School,1,Middle Income
North London,42840.2905043473,3.161477217286439,High School,1,Middle Income
Central London,30990.159658402496,8.808251552682162,PhD,1,Middle Income
South London,33204.21826828008,13.308903733556303,Bachelor,0,Low Income
South London,71549.51197675276,14.52936785271068,PhD,2,High Income
North London,81861.16718405797,4.390562807869121,High School,1,Middle Income
West London,18979.782807903663,2.5121748000688067,Masters,1,Middle Income
South London,37723.15980761876,18.86754364496534,Bachelor,0,Low Income
North London,90292.07947816585,5.9526612686799325,Masters,2,High Income
West London,80862.65844977918,17.213583454565754,High School,2,High Income
North London,98500.9818734851,17.40633755879355,Bachelor,2,High Income
North London,75670.57770852599,15.677929243488345,PhD,2,High Income
West London,39926.3249017643,4.207838526398831,PhD,1,Middle Income
West London,59473.14556546914,16.614227725829807,High School,2,High Income
West London,66440.4111704847,15.615760625590147,Masters,2,High Income
North London,8767.125815395271,12.337736812018125,High School,0,Low Income
South London,54905.19895128264,7.406838668210102,Masters,1,Middle Income
East London,71222.76201878834,5.987663481064338,High School,1,Middle Income
East London,17564.80909610498,3.3158950295268204,PhD,1,Middle Income
North London,78282.54002513016,10.685384271116558,Masters,2,High Income
North London,58793.505270897054,12.119956634687084,High School,2,High Income
South London,95269.95678406187,7.827440819799957,Bachelor,2,High Income
West London,5199.807522482278,10.031822285936503,PhD,0,Low Income
North London,27267.28761799123,7.906774690016067,PhD,1,Middle Income
Central London,60553.834050682584,13.179115089093324,Bachelor,2,High Income
West London,30359.43130838714,18.123924948134704,High School,0,Low Income
North London,71727.99224305298,4.114484978891952,Masters,1,Middle Income
Central London,76141.52296967118,8.246767388159345,PhD,2,High Income
South London,11149.080442580971,3.676503475066365,High School,1,Middle Income
Central London,51871.59195647,12.873931637748807,Bachelor,2,High Income
North London,51380.165003514536,14.84853968028332,Masters,0,Low Income
East London,37558.796251338565,18.70634191935166,High School,0,Low Income
North London,93359.56139439753,6.298566598958333,High School,2,High Income
East London,82923.1256674489,19.054012911443174,PhD,2,High Income
South London,70023.72880905404,2.2019907645928214,PhD,1,Middle Income
South London,71718.33693776476,12.457263403927175,Masters,2,High Income
West London,46709.89823749879,2.0855216675232695,High School,1,Middle Income
West London,92178.45758856101,17.98170956747695,Bachelor,2,High Income
East London,69764.94729807525,11.066372084331029,Bachelor,2,High Income
East London,73169.12510392583,13.717618664493125,Masters,2,High Income
South London,86307.39947494717,16.799904592298596,High School,2,High Income
Central London,28133.08734487691,3.8559018271954066,PhD,1,Middle Income
East London,80900.01948280359,1.733239676824543,High School,1,Middle Income
East London,20328.819692692712,17.698741772344192,PhD,0,Low Income
Central London,35188.8532722439,6.983731321719717,Bachelor,1,Middle Income
West London,34225.43497271443,3.45059925061614,Masters,1,Middle Income
West London,97874.02137052492,9.900763504654645,Masters,2,High Income
East London,85797.18515104476,12.367815438224357,Masters,2,High Income
West London,70415.81629743571,1.5884414650276923,PhD,1,Middle Income
West London,72978.61939992363,6.223017506884667,Bachelor,1,Middle Income
West London,56645.20664585454,1.6231976112610242,Bachelor,1,Middle Income
South London,94761.97604374339,8.98637239471448,Masters,2,High Income
North London,50129.616535353794,18.006900552258642,Masters,0,Low Income
East London,38671.253277119555,19.670395818377816,PhD,0,Low Income
East London,17140.49835622751,13.103903516568923,PhD,0,Low Income
South London,78834.35957384475,4.071116181907245,High School,1,Middle Income
North London,73709.94927548355,18.21113840998681,PhD,2,High Income
North London,39051.148813889355,10.808708640801148,High School,0,Low Income
South London,3494.1479819637066,3.9212369299554437,Masters,1,Middle Income
Central London,84060.73544408307,18.512806719581565,Bachelor,2,High Income
Central London,2130.3803619532896,15.391911963738957,PhD,0,Low Income
North London,70666.27818327604,14.90240018173988,Bachelor,2,High Income
Central London,97055.45386287964,14.474433372093689,PhD,2,High Income
Central London,44328.47148667214,4.806456600832404,PhD,1,Middle Income
Central London,24262.36709459932,5.0091271424429955,High School,1,Middle Income
North London,70782.22999429479,14.077566970117845,PhD,2,High Income
Central London,81895.68605954293,5.174732252097541,Masters,1,Middle Income
East London,55096.60129170689,9.334762239257929,Bachelor,1,Middle Income
North London,96736.49225035847,15.858034686284887,PhD,2,High Income
South London,6115.203444138149,15.895097843858977,Bachelor,0,Low Income
Central London,50974.764232148285,9.611973677991333,Bachelor,1,Middle Income
West London,72126.94078493246,16.051608827229657,Bachelor,2,High Income
North London,86401.40664376871,16.93381412776308,PhD,2,High Income
South London,18746.305578871215,13.440739274400945,High School,0,Low Income
East London,80200.34469460446,5.340091193859983,Bachelor,1,Middle Income
South London,55718.00049613598,6.2062238273254025,Bachelor,1,Middle Income
Central London,40258.81451700636,6.981981952765972,PhD,1,Middle Income
West London,14039.787829330262,3.219278046945088,PhD,1,Middle Income
Central London,86664.28013198233,6.190032787028957,Masters,2,High Income
South London,16570.04760979182,4.98086526193811,Masters,1,Middle Income
North London,31668.998061700826,9.65124624636344,High School,0,Low Income
West London,29714.50766428125,18.260313409573033,High School,0,Low Income
West London,87269.98938489458,2.9851260183252037,High School,1,Middle Income
South London,67597.5964266809,14.685090555000516,High School,2,High Income
Central London,79871.45832194586,14.058377083849427,Bachelor,2,High Income
South London,25796.3219804574,2.8193297746037955,PhD,1,Middle Income
West London,62862.53586109289,18.5288756932102,Masters,2,High Income
South London,57602.85233123112,11.800971840979573,Bachelor,2,High Income
West London,83450.20730203883,7.910784901578,PhD,2,High Income
Central London,90702.61898764479,15.374233086410827,PhD,2,High Income
North London,2203.5203762612937,5.889943709631047,Bachelor,1,Middle Income
North London,67727.97198682047,14.176686903880087,Bachelor,2,High Income
South London,6131.744112853173,1.7545129438726972,Masters,1,Middle Income
West London,55337.00784265823,16.948752714576166,High School,2,High Income
North London,29475.64017532414,9.515246093405052,High School,0,Low Income
West London,31370.88335269198,13.097165372800893,Masters,0,Low Income
Central London,35942.8918417833,5.2035185763269896,Masters,1,Middle Income
South London,62507.9524559114,13.86440054051051,High School,2,High Income
West London,34070.946601208154,15.672565241972256,Bachelor,0,Low Income
South London,73537.20600843776,9.991050550803577,High School,2,High Income
West London,41048.2111718131,12.736811557174091,PhD,0,Low Income
West London,7766.966830685903,9.670192552625572,PhD,0,Low Income
Central London,78592.22440592662,17.987736015899063,Masters,2,High Income
South London,29290.074134677896,10.459514429772064,High School,0,Low Income
East London,43843.921080327,16.99436547154756,High School,0,Low Income
West London,68858.94443896825,16.225689107134723,PhD,2,High Income
West London,33913.15955772249,8.799591605618774,High School,1,Middle Income
North London,6601.979958524847,5.371605345292026,Masters,1,Middle Income
South London,38018.18365426855,8.715560518635648,Masters,1,Middle Income
East London,94500.40968673603,16.69813013972918,PhD,2,High Income
Central London,64531.70533255726,5.325018180568454,High School,1,Middle Income
East London,67476.43571805349,10.964290571297237,High School,2,High Income
Central London,63595.93321012634,16.315838211254203,PhD,2,High Income
East London,20700.221756984243,7.716072027439197,Bachelor,1,Middle Income
East London,42415.052546125735,13.201983103051251,Bachelor,0,Low Income
South London,75343.0400379685,5.666999906927476,High School,1,Middle Income
North London,11035.916857762755,3.0763094619950384,Masters,1,Middle Income
East London,28507.424832881516,16.09330027676427,Bachelor,0,Low Income
West London,28355.591738119507,2.8804038447654294,High School,1,Middle Income
West London,43769.87383185609,6.156246506512107,Bachelor,1,Middle Income
West London,98056.50535327633,17.24707901795136,PhD,2,High Income
North London,7682.752121698372,7.5829164544946766,Bachelor,0,Low Income
East London,52351.39844367891,19.48786164076906,Bachelor,0,Low Income
Central London,18757.103519208835,19.614952360703334,PhD,0,Low Income
Central London,97096.97799556467,6.097244388617577,Masters,2,High Income
South London,12217.046968018956,1.7785862227479186,High School,1,Middle Income
North London,40956.499233797535,14.396202399902203,Masters,0,Low Income
East London,74050.61349862601,9.56874355031853,Masters,2,High Income
West London,70750.88837471708,2.9143040352319494,Bachelor,1,Middle Income
North London,42850.135052499296,14.442933560582814,High School,0,Low Income
North London,35305.8926273191,1.5923232731265031,Bachelor,1,Middle Income
East London,40363.62547673419,17.5337371193526,PhD,0,Low Income
South London,27163.35005270529,3.6343980531527706,Masters,1,Middle Income
South London,21327.96093197318,3.418925696187775,Masters,1,Middle Income
South London,48820.93005833011,4.337773661403106,PhD,1,Middle Income
West London,27584.841850693123,19.245060811349266,High School,0,Low Income
West London,29458.70482482776,14.170217844823075,Masters,0,Low Income
East London,66018.85028398116,16.226059173809098,Masters,2,High Income
South London,96885.19583828932,8.555064728922307,High School,2,High Income
East London,60760.08285537813,7.389941822594156,Bachelor,1,Middle Income
South London,8620.967239431662,5.455196128880229,PhD,1,Middle Income
North London,8482.777771552632,10.13231253793577,High School,0,Low Income
Central London,95190.89886371103,11.484745937149201,PhD,2,High Income
Central London,30431.78824042603,13.003722029402352,PhD,0,Low Income
South London,10114.631622165069,5.885251575975196,Masters,1,Middle Income
East London,60305.41412788777,19.02442753715682,High School,2,High Income
West London,62741.22905073634,4.225411465935581,PhD,1,Middle Income
South London,65201.97719175013,19.347410320561835,Bachelor,2,High Income
South London,27472.800757896588,1.282266327642572,PhD,1,Middle Income
West London,2495.9577372330286,10.141388144520066,Masters,0,Low Income
South London,96536.52157599271,7.333988924214693,Bachelor,2,High Income
North London,25838.411523419145,9.533344864674765,Bachelor,0,Low Income
West London,67926.6025172022,11.842627000634991,High School,2,High Income
North London,70956.35711799224,9.276194002241471,Bachelor,2,High Income
Central London,61390.734290869084,8.882090155730303,High School,1,Middle Income
West London,31977.832027151173,14.921744892852825,High School,0,Low Income
West London,27838.52912264251,14.031649226642829,Bachelor,0,Low Income
East London,60169.15998756761,16.83215435868111,High School,2,High Income
East London,86743.46772755746,5.749220643550416,High School,2,High Income
West London,94726.63916341616,12.581041685327207,Bachelor,2,High Income
Central London,11484.674635972005,12.118700922464223,Masters,0,Low Income
South London,16328.032647174265,8.025018406581086,PhD,0,Low Income
East London,94528.88961952488,10.235093296150938,High School,2,High Income
Central London,73916.98760514446,6.961860722808846,High School,1,Middle Income
Central London,88416.38865814754,3.6950435547227185,Bachelor,1,Middle Income
East London,21060.630779398973,5.0622230025919235,PhD,1,Middle Income
South London,59171.00123983078,3.0047592816228206,PhD,1,Middle Income
East London,70412.81984732988,13.978321928612358,High School,2,High Income
Central London,68331.07665925029,13.553820469073878,Bachelor,2,High Income
North London,41407.017395803116,19.061521060017583,Masters,0,Low Income
East London,2524.094277439539,14.863889859297585,PhD,0,Low Income
Central London,58709.67962362205,1.9888709363664976,Masters,1,Middle Income
East London,26057.052378781267,17.80065830465013,Bachelor,0,Low Income
Central London,45575.170368146144,17.39082809596879,Masters,0,Low Income
South London,95800.52049329791,9.423086094681274,Bachelor,2,High Income
Central London,40504.496446601035,12.13139796003051,High School,0,Low Income
West London,84140.35905977825,19.54548831697786,Masters,2,High Income
North London,19665.51996917586,11.113782913115159,High School,0,Low Income
Central London,67573.58930447785,18.201114739145705,High School,2,High Income
East London,97723.68848945541,2.5777363983935424,Bachelor,1,Middle Income
East London,11087.416986420743,4.629985505464974,Masters,1,Middle Income
Central London,1823.674280492009,9.37434392538504,PhD,0,Low Income
West London,43924.69647062882,12.110379358408789,Masters,0,Low Income
Central London,10169.922822085353,16.508329185393205,PhD,0,Low Income
South London,75090.05061794691,19.77698018772055,High School,2,High Income
West London,91540.31772100733,8.388178433008212,High School,2,High Income
Central London,43968.07629816712,1.9008970866616135,Bachelor,1,Middle Income
North London,26612.452573388655,16.222258562611174,PhD,0,Low Income
West London,44005.92858165437,12.483233662573355,Masters,0,Low Income
Central London,72621.3339671501,4.772314318495832,Bachelor,1,Middle Income
North London,1896.361996456727,10.401740675806984,Bachelor,0,Low Income
Central London,59355.94495898502,15.103894665140762,Bachelor,2,High Income
South London,61715.87680385053,15.637823954304231,Masters,2,High Income
East London,64131.136442697614,10.492749827976478,Bachelor,2,High Income
Central London,24960.185918106843,6.799076072448323,Masters,1,Middle Income
West London,71691.21961443455,19.501109058731377,Bachelor,2,High Income
Central London,10047.757146845865,13.603889608173365,PhD,0,Low Income
Central London,20727.763310213282,8.756512867579676,High School,0,Low Income
Central London,87869.53461879371,6.328801259888396,PhD,2,High Income
Central London,74133.59192193007,14.890956677067681,PhD,2,High Income
West London,2360.8098471231797,5.601485466281586,Bachelor,1,Middle Income
West London,25589.24977661022,4.262489790500075,PhD,1,Middle Income
Central London,22226.24181632329,11.066843890279335,PhD,0,Low Income
East London,27809.826475660284,6.509760460238695,PhD,1,Middle Income
Central London,25508.417257708756,12.949197753548686,Bachelor,0,Low Income
West London,7190.103278541728,3.240834822610436,Masters,1,Middle Income
South London,46435.11114308521,13.44388098677911,High School,0,Low Income
Central London,73540.61400383034,6.382634031956342,High School,1,Middle Income
Central London,61066.44074702621,1.004615754255742,Masters,1,Middle Income
Central London,67614.2951912099,3.411785095809351,Masters,1,Middle Income
Central London,9033.768675087676,18.73869217886679,PhD,0,Low Income
North London,95197.58030750194,17.4797381431918,High School,2,High Income
Central London,84010.69155045947,5.4385716086885,Masters,1,Middle Income
West London,80703.94153107061,15.789066186364334,PhD,2,High Income
West London,82475.39669913499,12.56286027030551,High School,2,High Income
North London,93338.34030514337,19.44718951754752,Bachelor,2,High Income
Central London,54881.14264525607,8.098507531147124,Bachelor,1,Middle Income
East London,20827.919768894964,13.947751637826254,High School,0,Low Income
Central London,62061.577177401574,2.207178726054453,High School,1,Middle Income
West London,74545.26787312597,8.528699589511714,Bachelor,2,High Income
South London,74053.82194204851,19.31253556257543,Bachelor,2,High Income
South London,52623.45339252113,11.24063661455229,High School,2,High Income
East London,7777.413214024227,6.469710563362047,PhD,1,Middle Income
Central London,37740.18090458265,3.2851482994435304,Masters,1,Middle Income
North London,92155.89423787237,14.367038463449077,Masters,2,High Income
Central London,58860.442065985175,13.25226482516481,High School,2,High Income
East London,54294.86238231563,8.104835558471718,Masters,1,Middle Income
East London,27616.49792383716,19.06788568545085,Bachelor,0,Low Income
East London,37476.44307174131,1.421853446769156,Bachelor,1,Middle Income
South London,89639.26282616376,6.77075318100469,Masters,2,High Income
Central London,66979.84170515674,18.500320239692048,High School,2,High Income
Central London,78951.31564848096,7.097773328069367,Bachelor,2,High Income
North London,45980.196883697856,5.792803843248238,PhD,1,Middle Income
East London,63394.474726159635,11.1501877886937,PhD,2,High Income
East London,25589.977265577545,16.65223324849022,Bachelor,0,Low Income
West London,70840.62219806515,2.95978845668886,Bachelor,1,Middle Income
West London,43332.53203663039,18.917393483268988,Masters,0,Low Income
South London,44812.00596665981,16.106384742442117,High School,0,Low Income
Central London,65282.91013311128,4.443754855479487,Masters,1,Middle Income
North London,93691.78152542374,14.52815126276509,High School,2,High Income
North London,7336.628314253471,8.314215730113585,PhD,0,Low Income
East London,82649.58049735376,8.643598883450055,PhD,2,High Income
North London,29945.92793080712,15.882511756338461,High School,0,Low Income
East London,44948.02599613141,19.29291135163391,Masters,0,Low Income
Central London,3169.4195487258867,3.4064615840966845,Bachelor,1,Middle Income
North London,30803.56170559699,8.99197450069757,High School,1,Middle Income
East London,50760.49302038292,10.137890553601768,Masters,1,Middle Income
Central London,6561.4316573964625,8.149924522144953,PhD,0,Low Income
Central London,49618.47720893335,7.9005933506082755,Bachelor,1,Middle Income
East London,92783.95225698431,1.9931046836703343,PhD,1,Middle Income
East London,11433.928592672717,14.025233790689843,High School,0,Low Income
South London,76679.63207947493,9.288073925280862,PhD,2,High Income
Central London,41557.43428422327,4.701082250234609,PhD,1,Middle Income
East London,65862.19773790948,16.5046365437393,High School,2,High Income
Central London,26763.423200537705,16.24865421488093,Bachelor,0,Low Income
North London,16789.73399159447,10.241440933688983,High School,0,Low Income
West London,16885.79881285142,6.67056256180745,Masters,1,Middle Income
West London,7978.70261867132,13.123761790132596,High School,0,Low Income
East London,19379.02378522306,6.474890579770658,High School,1,Middle Income
East London,66757.71911390786,5.484150676150529,Bachelor,1,Middle Income
Central London,88287.3705725073,14.879778426500206,Masters,2,High Income
East London,81598.44287352503,1.7661795546980632,PhD,1,Middle Income
Central London,68828.29667757392,2.8006009496572855,PhD,1,Middle Income
East London,11932.754477699164,1.1289753064482058,PhD,1,Middle Income
Central London,29629.557183299035,3.9059205430330968,PhD,1,Middle Income
East London,31670.88065692443,2.31081016549873,Bachelor,1,Middle Income
South London,25745.737693364503,19.920244987818453,Masters,0,Low Income
Central London,51985.56031126259,6.4873894291277026,Bachelor,1,Middle Income
South London,54019.82767308759,3.8360922407156983,High School,1,Middle Income
South London,36331.71154193991,5.578928901922441,Masters,1,Middle Income
South London,36025.126714907165,18.78638585926256,Masters,0,Low Income
South London,83027.00419270205,10.883044237463517,PhD,2,High Income
North London,79139.99198364887,7.93154382984928,PhD,2,High Income
West London,31471.78733639382,17.59443770027517,PhD,0,Low Income
North London,91465.05594345267,8.504815140431617,PhD,2,High Income
East London,95328.6866832481,7.36516282919622,High School,2,High Income
East London,33347.51166097404,4.9383679284449755,PhD,1,Middle Income
West London,36088.06993051243,8.17813965427882,Bachelor,1,Middle Income
West London,51057.78118877392,7.017002764321594,Masters,1,Middle Income
West London,94170.96044083367,13.86877522666468,High School,2,High Income
South London,87755.62388108885,6.502071388743815,High School,2,High Income
North London,11154.22829577539,11.966795182028667,Masters,0,Low Income
East London,39880.343583870206,2.2519511356074813,Masters,1,Middle Income
North London,55783.74778522741,4.634493977233773,Masters,1,Middle Income
North London,50810.11478260246,8.740700160615626,High School,1,Middle Income
North London,20192.443725752375,18.802035824265214,Bachelor,0,Low Income
West London,86022.86034564732,8.167787728598213,Bachelor,2,High Income
West London,68017.1375166869,13.617408302796848,Masters,2,High Income
East London,83952.92911032855,5.846657226006565,High School,1,Middle Income
East London,86017.66365559775,3.413637943491403,PhD,1,Middle Income
East London,75087.22951290823,2.1121954015209523,High School,1,Middle Income
North London,44481.84952372202,6.802856472312276,Masters,1,Middle Income
West London,61444.12874652703,3.9955595091412515,High School,1,Middle Income
South London,16876.17520585457,4.306198512306359,High School,1,Middle Income
North London,67690.89633001586,15.45442685935205,High School,2,High Income
Central London,18746.072318188795,1.30092334795261,PhD,1,Middle Income
North London,69701.00946050552,11.598392388973254,Masters,2,High Income
West London,23730.217914642897,8.20976623127583,Masters,1,Middle Income
Central London,12637.578714871777,10.624449998262397,Masters,0,Low Income
North London,17363.164524152788,11.693774507077455,Bachelor,0,Low Income
West London,1197.2213866879565,6.9539861946882855,Bachelor,0,Low Income
West London,72155.2221674995,6.60706834350142,Masters,1,Middle Income
South London,73507.70385677952,14.934635137363209,High School,2,High Income
North London,51978.40164141269,17.554262774301986,High School,0,Low Income
West London,16974.917304482988,4.65905101671203,Masters,1,Middle Income
East London,9271.879413558285,2.85475645016783,PhD,1,Middle Income
West London,2893.7676772914137,18.05812032144849,PhD,0,Low Income
South London,17409.06951955685,7.648013809300575,High School,1,Middle Income
West London,89194.69796333152,11.47503042259347,High School,2,High Income
North London,24912.147328466493,7.831319745880066,Bachelor,1,Middle Income
North London,36072.86139450435,3.390244390574975,PhD,1,Middle Income
Central London,11429.202963651986,12.197301254006833,High School,0,Low Income
North London,23013.76917006886,10.977676183622963,High School,0,Low Income
Central London,52403.232507240304,4.856877624632747,Masters,1,Middle Income
East London,61167.515626469605,9.58551184839328,Bachelor,2,High Income
South London,25289.879102454895,16.142002576297273,PhD,0,Low Income
East London,6715.483763286604,12.218095959049936,PhD,0,Low Income
Central London,39712.25404361247,2.8414292142729023,Bachelor,1,Middle Income
West London,24186.13372170708,11.412408447353567,High School,0,Low Income
West London,22735.83839975039,14.35202768650215,PhD,0,Low Income
East London,96026.41746863208,16.061364709834276,PhD,2,High Income
West London,62013.74810664668,12.953233994051068,PhD,2,High Income
Central London,56130.965874037494,3.900505126274891,Masters,1,Middle Income
South London,42161.73524880887,14.493292065213053,Bachelor,0,Low Income
North London,43465.489009584286,13.86949507554881,PhD,0,Low Income
Central London,54549.59537997,1.4641107758720313,Bachelor,1,Middle Income
Central London,69946.55089657461,8.82320568421462,High School,2,High Income
North London,70512.46352200111,7.326054692285092,Bachelor,1,Middle Income
North London,17997.696862839508,13.718829220819226,Masters,0,Low Income
South London,50511.16245558607,5.106580433907494,Masters,1,Middle Income
South London,41783.8514083761,12.226566536510912,Bachelor,0,Low Income
South London,87182.16966066904,18.350913274469274,Masters,2,High Income
West London,63510.473200619264,16.15824507196355,PhD,2,High Income
Central London,53717.9025751822,18.507696988114077,Masters,0,Low Income
North London,12424.06957571282,19.59161337172111,High School,0,Low Income
Central London,60958.15104301774,1.2027324131170927,Bachelor,1,Middle Income
Central London,12603.186662343109,12.832084251172073,Bachelor,0,Low Income
South London,34383.45098100945,8.843948557419221,High School,1,Middle Income
South London,15141.354516618854,17.337235316367313,High School,0,Low Income
Central London,69515.29105541253,5.784479338173503,High School,1,Middle Income
South London,21418.95926977911,19.639560293186445,High School,0,Low Income
West London,39794.077945614576,12.6604514213312,PhD,0,Low Income
North London,89671.80298425909,16.077210642347787,Masters,2,High Income
Central London,21227.321956498057,2.626391503632598,Masters,1,Middle Income
North London,51272.70133191913,4.485699810418436,PhD,1,Middle Income
West London,42507.89445543618,15.409669787649861,High School,0,Low Income
South London,2794.2800635272433,1.4177439187471486,Bachelor,1,Middle Income
East London,79483.05324370846,16.520681731981874,Bachelor,2,High Income
